customer_id,category,quantity
264,Beauty,1
264,Fashion,2
264,Sports,5
264,Toys,1
265,Books,8
265,Fashion,6
265,Sports,1
265,Toys,2
266,Beauty,4
266,Books,2
266,Fashion,1
266,Home & Kitchen,1
266,Sports,1
266,Toys,2
269,Beauty,1
269,Sports,1
270,Beauty,2
270,Books,1
270,Home & Kitchen,6
271,Beauty,1
271,Books,1
272,Books,1
272,Home & Kitchen,1
273,Electronics,1
273,Home & Kitchen,2
275,Beauty,7
275,Toys,3
276,Books,2
276,Fashion,1
276,Home & Kitchen,4
276,Toys,1
277,Books,3
278,Fashion,3
278,Toys,1
279,Beauty,1
279,Electronics,2
279,Home & Kitchen,1
279,Sports,1
280,Toys,1
281,Beauty,2
281,Books,1
283,Books,3
284,Beauty,1
284,Electronics,3
285,Beauty,1
285,Electronics,1
285,Fashion,1
286,Beauty,4
288,Beauty,5
288,Fashion,1
288,Sports,1
289,Beauty,2
289,Books,1
289,Fashion,1
289,Sports,6
291,Fashion,2
291,Toys,1
293,Electronics,1
294,Beauty,5
294,Books,1
294,Fashion,6
296,Home & Kitchen,1
297,Books,1
297,Toys,5
298,Sports,1
298,Toys,1
299,Fashion,1
302,Beauty,1
302,Sports,3
303,Fashion,1
303,Sports,1
303,Toys,1
304,Fashion,4
305,Books,7
305,Sports,3
306,Beauty,1
307,Toys,2
308,Beauty,1
308,Fashion,1
308,Sports,1
309,Books,1
310,Beauty,1
310,Books,3
310,Toys,1
311,Books,1
311,Electronics,1
311,Home & Kitchen,1
312,Books,2
312,Electronics,1
314,Beauty,1
314,Electronics,1
314,Home & Kitchen,4
314,Toys,1
315,Beauty,3
315,Books,1
315,Fashion,1
315,Sports,2
315,Toys,1
316,Books,1
316,Electronics,4
316,Sports,3
317,Sports,3
317,Toys,1
318,Electronics,1
318,Home & Kitchen,5
318,Toys,2
320,Beauty,1
320,Books,3
320,Fashion,5
320,Toys,3
322,Beauty,1
322,Fashion,2
322,Home & Kitchen,1
322,Toys,3
323,Fashion,1
323,Home & Kitchen,1
324,Beauty,3
324,Sports,1
326,Beauty,1
326,Electronics,1
327,Beauty,2
327,Books,1
327,Electronics,3
327,Fashion,3
327,Home & Kitchen,1
327,Toys,6
331,Home & Kitchen,1
332,Sports,1
333,Books,1
333,Toys,1
334,Beauty,1
334,Fashion,4
334,Home & Kitchen,4
334,Sports,1
334,Toys,3
335,Books,3
335,Fashion,1
335,Home & Kitchen,1
336,Books,3
336,Fashion,3
336,Home & Kitchen,1
336,Sports,1
337,Electronics,4
339,Fashion,1
341,Books,1
342,Beauty,1
342,Toys,1
343,Books,2
343,Home & Kitchen,5
343,Sports,4
344,Beauty,1
344,Home & Kitchen,4
344,Sports,2
344,Toys,2
345,Books,1
345,Sports,3
345,Toys,4
346,Books,2
347,Beauty,4
347,Fashion,1
348,Beauty,1
348,Fashion,1
349,Beauty,5
349,Books,1
349,Home & Kitchen,4
349,Toys,2
350,Electronics,1
350,Home & Kitchen,1
351,Sports,1
352,Books,1
352,Home & Kitchen,2
352,Toys,2
353,Home & Kitchen,1
353,Sports,1
353,Toys,3
354,Beauty,1
354,Fashion,1
354,Home & Kitchen,1
354,Sports,1
354,Toys,7
356,Books,1
356,Toys,2
357,Beauty,3
358,Sports,1
359,Beauty,2
359,Books,2
359,Home & Kitchen,1
360,Beauty,1
360,Books,1
360,Toys,1
361,Electronics,1
361,Fashion,1
362,Beauty,4
362,Electronics,1
362,Home & Kitchen,5
363,Fashion,4
364,Beauty,1
364,Home & Kitchen,1
365,Beauty,3
366,Fashion,1
369,Beauty,1
369,Books,1
369,Fashion,2
369,Sports,1
369,Toys,3
370,Beauty,2
370,Home & Kitchen,5
370,Toys,1
371,Fashion,1
372,Books,3
372,Electronics,5
372,Home & Kitchen,5
373,Fashion,1
373,Toys,1
375,Books,5
375,Home & Kitchen,1
375,Sports,1
376,Electronics,1
376,Fashion,2
376,Sports,1
377,Books,1
377,Fashion,1
377,Sports,1
379,Fashion,2
381,Beauty,3
381,Books,1
381,Electronics,1
381,Toys,1
382,Beauty,5
382,Books,1
382,Fashion,2
382,Home & Kitchen,3
385,Books,2
385,Sports,1
386,Books,1
387,Beauty,2
387,Books,4
387,Sports,3
389,Beauty,1
389,Books,1
389,Sports,1
390,Books,2
390,Home & Kitchen,2
392,Beauty,2
392,Home & Kitchen,1
393,Sports,5
393,Toys,3
394,Electronics,1
394,Fashion,1
395,Beauty,5
395,Books,1
395,Home & Kitchen,8
395,Sports,1
395,Toys,2
396,Beauty,1
397,Sports,2
398,Books,5
398,Electronics,1
398,Fashion,1
398,Toys,1
399,Books,2
399,Electronics,2
399,Fashion,1
399,Home & Kitchen,2
400,Toys,2
401,Fashion,1
401,Toys,2
402,Beauty,2
402,Home & Kitchen,3
402,Toys,5
403,Beauty,1
403,Fashion,1
405,Books,1
405,Sports,1
406,Beauty,1
406,Home & Kitchen,1
407,Books,4
407,Fashion,1
407,Toys,1
408,Beauty,1
410,Electronics,1
412,Sports,2
413,Home & Kitchen,1
414,Books,2
414,Home & Kitchen,4
415,Books,2
415,Electronics,1
415,Fashion,4
415,Home & Kitchen,1
416,Books,1
416,Toys,6
417,Beauty,2
417,Toys,1
419,Books,1
419,Fashion,7
420,Beauty,6
420,Sports,3
420,Toys,2
421,Books,1
422,Books,4
422,Fashion,1
423,Home & Kitchen,1
423,Sports,1
424,Books,1
425,Beauty,3
425,Books,1
425,Electronics,1
426,Beauty,1
426,Sports,1
426,Toys,2
428,Beauty,1
429,Beauty,1
430,Beauty,1
430,Books,3
430,Fashion,1
430,Home & Kitchen,3
430,Sports,1
431,Books,3
431,Electronics,3
431,Home & Kitchen,1
432,Beauty,1
432,Books,5
432,Sports,1
432,Toys,3
433,Beauty,3
433,Books,4
433,Fashion,2
433,Sports,1
434,Fashion,1
434,Sports,1
435,Books,2
436,Books,1
436,Fashion,6
438,Home & Kitchen,1
439,Books,2
439,Home & Kitchen,2
441,Fashion,4
441,Home & Kitchen,1
441,Toys,1
442,Books,1
442,Toys,1
443,Toys,1
444,Beauty,1
444,Fashion,1
444,Toys,2
445,Toys,1
449,Books,1
450,Sports,2
451,Beauty,3
451,Electronics,2
451,Fashion,1
452,Beauty,6
452,Books,1
453,Home & Kitchen,1
453,Toys,1
454,Beauty,3
454,Books,2
454,Electronics,1
455,Beauty,1
455,Books,1
455,Electronics,1
455,Fashion,2
455,Home & Kitchen,2
455,Sports,8
455,Toys,2
456,Beauty,1
456,Books,1
457,Beauty,1
457,Books,1
457,Home & Kitchen,3
457,Sports,1
457,Toys,1
458,Beauty,1
458,Electronics,1
458,Toys,1
459,Beauty,1
459,Books,4
459,Electronics,1
459,Home & Kitchen,1
459,Toys,1
463,Beauty,1
463,Electronics,2
463,Sports,1
465,Books,2
466,Books,2
466,Toys,1
467,Beauty,1
469,Books,4
469,Home & Kitchen,1
469,Toys,7
470,Fashion,2
472,Beauty,1
472,Books,1
472,Electronics,1
472,Fashion,1
472,Sports,3
472,Toys,1
474,Electronics,1
474,Sports,2
475,Beauty,1
475,Books,2
475,Electronics,5
475,Fashion,3
475,Toys,4
476,Fashion,2
477,Beauty,4
477,Books,2
477,Fashion,1
477,Home & Kitchen,1
477,Toys,2
478,Books,1
478,Electronics,1
478,Home & Kitchen,1
478,Toys,1
479,Home & Kitchen,1
479,Sports,1
481,Books,4
481,Fashion,1
481,Home & Kitchen,2
482,Books,1
482,Sports,4
482,Toys,4
483,Electronics,4
483,Fashion,1
483,Toys,4
484,Fashion,1
484,Home & Kitchen,3
484,Sports,1
485,Beauty,1
485,Fashion,2
485,Toys,3
487,Beauty,5
487,Home & Kitchen,1
487,Sports,1
487,Toys,4
488,Beauty,1
488,Electronics,1
488,Home & Kitchen,2
488,Toys,1
489,Beauty,1
489,Books,1
489,Sports,1
489,Toys,2
490,Toys,2
493,Books,3
493,Electronics,2
493,Sports,2
493,Toys,1
494,Beauty,1
494,Fashion,1
494,Home & Kitchen,1
495,Beauty,3
495,Books,2
495,Sports,1
495,Toys,4
496,Beauty,1
496,Home & Kitchen,2
496,Sports,1
496,Toys,1
497,Books,2
497,Fashion,1
497,Toys,8
498,Books,2
498,Fashion,4
498,Home & Kitchen,1
498,Sports,1
498,Toys,2
499,Beauty,1
499,Electronics,1
499,Home & Kitchen,3
500,Beauty,1
500,Home & Kitchen,4
502,Books,10
503,Electronics,1
503,Fashion,7
503,Home & Kitchen,4
503,Sports,6
504,Beauty,3
504,Books,2
504,Home & Kitchen,1
504,Toys,1
505,Beauty,6
505,Home & Kitchen,2
505,Sports,1
505,Toys,1
506,Electronics,2
506,Home & Kitchen,1
506,Toys,1
507,Sports,2
508,Beauty,6
508,Home & Kitchen,1
508,Toys,1
509,Fashion,1
509,Sports,1
510,Beauty,2
510,Electronics,4
510,Home & Kitchen,1
510,Sports,1
510,Toys,1
511,Beauty,1
511,Electronics,1
512,Home & Kitchen,2
513,Books,2
513,Fashion,1
513,Toys,2
514,Beauty,2
515,Books,3
515,Electronics,2
515,Fashion,1
516,Fashion,1
518,Fashion,2
518,Sports,2
518,Toys,1
519,Home & Kitchen,1
519,Toys,3
520,Fashion,1
521,Toys,1
523,Beauty,1
523,Books,2
523,Toys,1
524,Beauty,2
524,Books,1
524,Fashion,2
525,Electronics,2
527,Beauty,1
527,Fashion,1
528,Home & Kitchen,1
528,Sports,1
528,Toys,1
529,Books,1
531,Beauty,3
531,Books,1
531,Home & Kitchen,1
531,Toys,3
533,Beauty,1
533,Books,5
533,Sports,1
536,Books,1
536,Electronics,1
536,Fashion,3
536,Toys,2
537,Toys,1
538,Books,1
538,Toys,1
540,Fashion,1
540,Sports,1
541,Sports,1
542,Beauty,1
542,Electronics,1
542,Fashion,1
542,Home & Kitchen,2
542,Toys,1
543,Books,1
543,Home & Kitchen,1
543,Toys,2
545,Beauty,4
545,Electronics,1
545,Fashion,1
545,Sports,2
546,Toys,2
547,Fashion,1
547,Home & Kitchen,1
547,Toys,1
548,Beauty,1
549,Fashion,1
549,Toys,3
550,Home & Kitchen,5
551,Home & Kitchen,4
552,Beauty,2
552,Books,1
552,Fashion,1
552,Sports,1
553,Home & Kitchen,2
554,Books,4
554,Fashion,3
554,Toys,1
555,Beauty,1
555,Books,1
555,Fashion,2
555,Toys,3
556,Electronics,1
556,Sports,1
557,Beauty,1
557,Books,1
557,Electronics,1
557,Home & Kitchen,1
557,Sports,2
558,Sports,1
560,Toys,3
562,Electronics,2
564,Beauty,1
565,Beauty,4
565,Books,1
565,Fashion,1
565,Toys,1
566,Books,1
566,Electronics,3
566,Fashion,4
566,Toys,1
567,Books,1
569,Books,2
569,Home & Kitchen,2
570,Books,1
571,Beauty,1
571,Books,3
571,Sports,1
571,Toys,5
572,Beauty,1
572,Books,1
572,Sports,1
573,Electronics,4
573,Home & Kitchen,1
573,Toys,1
575,Beauty,1
575,Toys,1
576,Toys,3
577,Toys,2
578,Beauty,4
578,Books,1
578,Sports,2
579,Books,1
582,Books,3
582,Toys,1
583,Fashion,3
584,Books,2
584,Toys,2
585,Beauty,1
585,Fashion,1
585,Toys,1
586,Fashion,2
586,Home & Kitchen,1
587,Books,1
587,Electronics,3
587,Sports,2
587,Toys,2
588,Fashion,1
589,Home & Kitchen,1
590,Books,4
590,Home & Kitchen,2
590,Toys,1
591,Beauty,1
591,Books,5
591,Home & Kitchen,2
591,Sports,1
591,Toys,2
593,Beauty,10
594,Beauty,2
594,Books,4
594,Fashion,3
594,Sports,2
594,Toys,1
595,Books,3
595,Fashion,1
595,Home & Kitchen,2
595,Toys,4
597,Beauty,1
597,Fashion,1
597,Sports,2
598,Books,1
598,Fashion,1
598,Home & Kitchen,1
598,Toys,1
599,Electronics,1
599,Home & Kitchen,1
599,Sports,2
602,Beauty,1
605,Beauty,1
605,Books,2
605,Electronics,1
605,Fashion,1
605,Home & Kitchen,1
605,Toys,1
606,Books,1
606,Electronics,1
606,Home & Kitchen,4
606,Sports,1
606,Toys,2
608,Beauty,2
608,Fashion,2
608,Home & Kitchen,1
609,Books,1
609,Fashion,3
609,Home & Kitchen,1
609,Sports,3
610,Books,1
610,Fashion,1
611,Home & Kitchen,1
611,Sports,4
612,Beauty,1
612,Books,1
612,Electronics,1
612,Sports,5
612,Toys,1
613,Books,1
613,Fashion,3
614,Books,3
614,Fashion,2
614,Sports,2
614,Toys,3
615,Electronics,1
615,Home & Kitchen,1
616,Sports,1
617,Toys,1
618,Fashion,1
619,Beauty,5
619,Books,3
619,Electronics,1
624,Fashion,1
626,Beauty,2
626,Books,3
626,Toys,2
629,Sports,1
629,Toys,7
630,Books,1
631,Beauty,3
631,Sports,1
632,Beauty,1
632,Books,2
632,Electronics,2
632,Sports,4
634,Home & Kitchen,6
634,Sports,5
635,Beauty,1
635,Home & Kitchen,2
635,Sports,2
636,Books,1
636,Electronics,1
636,Sports,1
637,Books,1
637,Sports,5
638,Books,1
638,Fashion,3
638,Home & Kitchen,3
638,Sports,1
638,Toys,1
640,Fashion,1
641,Toys,1
642,Electronics,1
643,Beauty,1
643,Books,1
643,Fashion,5
643,Home & Kitchen,1
643,Toys,1
644,Books,2
644,Electronics,2
644,Fashion,1
644,Sports,1
645,Sports,2
645,Toys,1
646,Books,1
646,Home & Kitchen,1
646,Sports,4
646,Toys,4
647,Beauty,1
649,Books,1
650,Fashion,1
651,Fashion,1
651,Sports,2
652,Home & Kitchen,1
652,Sports,1
653,Beauty,2
653,Books,3
653,Electronics,1
653,Sports,2
654,Books,2
654,Fashion,1
654,Home & Kitchen,4
654,Sports,2
655,Books,1
655,Electronics,1
655,Toys,1
656,Beauty,2
656,Home & Kitchen,1
656,Toys,2
657,Fashion,3
657,Home & Kitchen,1
657,Toys,2
658,Toys,3
659,Beauty,1
659,Fashion,1
659,Home & Kitchen,5
660,Beauty,2
660,Books,1
660,Sports,1
660,Toys,2
662,Beauty,6
662,Books,1
662,Toys,2
663,Books,2
663,Sports,3
663,Toys,5
664,Books,1
664,Electronics,1
664,Fashion,1
665,Beauty,3
665,Home & Kitchen,1
666,Beauty,2
666,Books,2
666,Electronics,1
666,Toys,1
667,Books,1
667,Home & Kitchen,1
668,Sports,1
668,Toys,2
669,Books,8
670,Fashion,1
670,Home & Kitchen,1
672,Home & Kitchen,2
673,Toys,3
674,Books,1
675,Beauty,3
676,Beauty,1
676,Sports,1
677,Electronics,1
680,Books,2
680,Electronics,1
680,Fashion,4
680,Toys,1
681,Sports,1
681,Toys,1
682,Beauty,2
683,Beauty,1
683,Books,1
683,Electronics,4
683,Toys,1
684,Beauty,2
684,Books,2
684,Toys,2
685,Beauty,2
685,Books,4
685,Fashion,2
685,Home & Kitchen,1
685,Sports,2
685,Toys,2
686,Books,2
686,Toys,1
688,Books,2
689,Sports,5
691,Books,2
691,Sports,1
692,Books,1
692,Fashion,1
692,Home & Kitchen,1
693,Books,5
693,Toys,2
694,Home & Kitchen,3
695,Books,3
695,Sports,1
695,Toys,3
696,Books,3
696,Sports,1
697,Books,1
697,Electronics,1
697,Home & Kitchen,2
698,Home & Kitchen,3
698,Toys,2
699,Books,1
699,Electronics,1
699,Sports,1
701,Fashion,8
701,Sports,1
702,Beauty,2
702,Books,2
702,Toys,1
703,Beauty,3
703,Electronics,1
703,Home & Kitchen,1
703,Sports,3
704,Toys,5
705,Books,1
706,Beauty,1
706,Books,4
706,Fashion,2
707,Books,2
707,Electronics,1
707,Home & Kitchen,1
708,Beauty,2
708,Books,3
708,Toys,1
709,Home & Kitchen,1
710,Beauty,1
711,Fashion,1
712,Toys,4
714,Beauty,1
714,Books,1
714,Electronics,1
714,Home & Kitchen,2
714,Sports,1
715,Toys,2
716,Books,1
716,Electronics,4
716,Fashion,1
718,Beauty,1
718,Fashion,1
718,Home & Kitchen,1
719,Books,1
719,Sports,1
719,Toys,1
720,Toys,1
723,Beauty,3
723,Books,1
723,Electronics,2
723,Fashion,2
726,Beauty,1
727,Books,1
727,Toys,2
728,Books,1
728,Fashion,1
728,Sports,3
729,Home & Kitchen,1
730,Electronics,1
730,Sports,5
730,Toys,1
732,Beauty,1
732,Home & Kitchen,1
732,Sports,1
733,Books,2
733,Fashion,1
733,Sports,2
733,Toys,1
734,Books,2
734,Home & Kitchen,5
734,Sports,1
734,Toys,4
735,Books,1
738,Beauty,3
738,Books,1
738,Sports,4
739,Fashion,1
739,Home & Kitchen,1
740,Beauty,1
740,Electronics,1
741,Beauty,7
741,Books,2
741,Fashion,2
741,Sports,3
742,Beauty,1
744,Fashion,2
744,Toys,3
745,Beauty,3
745,Books,3
745,Electronics,3
745,Fashion,3
745,Home & Kitchen,2
748,Fashion,2
748,Toys,1
749,Toys,6
750,Books,1
750,Toys,2
751,Books,1
751,Toys,1
753,Beauty,1
753,Electronics,3
753,Sports,1
755,Books,1
757,Beauty,4
757,Electronics,1
758,Books,1
759,Beauty,1
759,Fashion,1
759,Toys,1
760,Books,1
760,Fashion,2
760,Toys,1
761,Beauty,1
761,Books,1
761,Fashion,1
761,Toys,4
763,Home & Kitchen,1
763,Sports,2
763,Toys,1
764,Fashion,1
764,Home & Kitchen,1
764,Sports,1
766,Beauty,1
766,Sports,1
766,Toys,1
767,Fashion,1
767,Home & Kitchen,1
768,Home & Kitchen,1
769,Books,2
769,Home & Kitchen,3
769,Sports,1
769,Toys,5
770,Beauty,5
771,Beauty,2
771,Books,3
771,Fashion,2
771,Toys,2
772,Beauty,2
772,Home & Kitchen,2
772,Sports,1
772,Toys,1
773,Books,5
773,Fashion,1
773,Sports,1
774,Beauty,2
774,Fashion,1
775,Beauty,2
775,Fashion,3
775,Home & Kitchen,1
776,Beauty,5
776,Sports,1
776,Toys,1
777,Beauty,2
777,Books,1
777,Fashion,2
778,Sports,2
779,Beauty,1
780,Sports,4
781,Electronics,1
781,Fashion,4
781,Sports,1
781,Toys,1
782,Beauty,2
782,Sports,1
784,Beauty,2
784,Toys,2
785,Fashion,1
785,Sports,4
785,Toys,6
786,Beauty,1
787,Books,2
788,Books,1
788,Electronics,1
789,Beauty,1
789,Books,3
790,Books,6
790,Fashion,1
790,Sports,2
791,Beauty,2
791,Fashion,2
791,Home & Kitchen,2
791,Toys,4
792,Home & Kitchen,2
793,Electronics,2
793,Home & Kitchen,2
793,Toys,1
794,Beauty,1
794,Fashion,2
795,Electronics,2
795,Sports,3
796,Beauty,1
796,Sports,1
796,Toys,1
797,Fashion,1
797,Sports,1
798,Fashion,1
798,Home & Kitchen,5
798,Toys,1
799,Beauty,2
799,Books,1
799,Home & Kitchen,1
799,Toys,1
801,Books,4
801,Home & Kitchen,4
802,Beauty,2
802,Books,1
802,Electronics,1
802,Sports,3
803,Beauty,3
803,Books,2
803,Home & Kitchen,1
